Item No,Item Name,Category,Formula,Plain Formula,Quantity,Unit,Location / Block,Grade,Notes
195,"Crystallizing Dish 150 mm","Glassware","Borosilicate","Borosilicate","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","Large diameter crystallization basin."
196,"Evaporating Basin 75 mm (Porcelain)","Glassware","Porcelain","Porcelain","10","pcs","Cupboard 1 (56)","Glazed Inside","With lip spout, thermal shock resistant."
197,"Evaporating Basin 100 mm (Porcelain)","Glassware","Porcelain","Porcelain","8","pcs","Cupboard 1 (56)","Glazed Inside","Evaporation and drying dish."
198,"Crucible with Lid 30 mL (Porcelain)","Glassware","Porcelain","Porcelain","12","pcs","Cupboard 1 (56)","High Temp 1150°C","For high-temperature gravimetric ashing."
199,"Crucible with Lid 50 mL (Porcelain)","Glassware","Porcelain","Porcelain","8","pcs","Cupboard 1 (56)","High Temp 1150°C","Medium size ashing crucible."
200,"Gooch Crucible with Perforated Bottom 30 mL","Glassware","Porcelain","Porcelain","6","pcs","Cupboard 1 (56)","Analytical","For filtering gravimetric precipitates."
201,"Mortar and Pestle 100 mm (Porcelain)","Glassware","Porcelain","Porcelain","6","sets","Cupboard 1 (56)","Unglazed Grinding Surface","Heavy duty solid porcelain mortar with pour spout."
202,"Mortar and Pestle 130 mm (Agate)","Glassware","SiO₂ (Agate)","SiO2 (Agate)","1","set","Cupboard 1 (56)","Ultra-Pure Agate","High purity contamination-free solid agate mortar."
203,"Glass Desiccator 200 mm Diameter (Plain)","Glassware","Soda-Lime Glass","Soda-Lime Glass","2","pcs","Cupboard 1 (56)","Heavy Glass","With porcelain perforated plate and knob lid."
204,"Vacuum Glass Desiccator 250 mm (with Stopcock Lid)","Glassware","Borosilicate","Borosilicate","2","pcs","Cupboard 1 (56)","Vacuum Rated","Vacuum desiccator with ground stopcock and porcelain plate."
205,"Glass Stirring Rods 200 mm x 6 mm","Glassware","Glass","Glass","30","pcs","Cupboard 1 (56)","Rounded Ends","Fire polished smooth rounded ends."
206,"Glass Stirring Rod with Rubber Policeman","Glassware","Glass/Rubber","Glass/Rubber","10","pcs","Cupboard 1 (56)","Analytical","Rubber tip for quantitative precipitate scraping."
207,"Pasteur Pipettes Glass 150 mm (Uncalibrated)","Glassware","Soda Glass","Soda Glass","200","pcs","Cupboard 1 (56)","Disposable/Reusable","Short form disposable transfer pipettes."
208,"Pasteur Pipettes Glass 230 mm (Long Form)","Glassware","Soda Glass","Soda Glass","150","pcs","Cupboard 1 (56)","Disposable/Reusable","Long tip capillary pipettes."
209,"Reagent Bottle 125 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","15","pcs","Cupboard 1 (56)","ISO-GL45","Autoclavable PP cap and pouring ring."
210,"Reagent Bottle 250 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","20","pcs","Cupboard 1 (56)","ISO-GL45","Graduated media storage bottle."
211,"Reagent Bottle 500 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","15","pcs","Cupboard 1 (56)","ISO-GL45","Graduated media storage bottle."
212,"Reagent Bottle 1000 mL Clear (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","8","pcs","Cupboard 1 (56)","ISO-GL45","1L laboratory reagent bottle."
213,"Amber Reagent Bottle 250 mL (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","12","pcs","Cupboard 1 (56)","Amber ISO-GL45","UV protection for light-sensitive solutions."
214,"Amber Reagent Bottle 500 mL (Screw Cap GL45)","Glassware","Borosilicate","Borosilicate","10","pcs","Cupboard 1 (56)","Amber ISO-GL45","UV protection for light-sensitive solutions."
215,"Dropping Bottle 60 mL with Ground Glass Pipette","Glassware","Soda Glass","Soda Glass","12","pcs","Cupboard 1 (56)","Amber Glass","With rubber teat and ground dropper."
216,"Gas Washing Bottle / Dreschel Bottle 250 mL","Glassware","Borosilicate","Borosilicate","4","pcs","Cupboard 1 (56)","Borosilicate 3.3","For scrubbing and bubbling gases through liquids."
217,"Digital Analytical Balance (0.0001 g / 220 g)","Equipment","Electronic","Electronic","2","units","Cupboard 1 (40)","Analytical 4-Decimal","Internal calibration, draft shield, 0.1 mg readability."
218,"Precision Top Loading Balance (0.01 g / 1200 g)","Equipment","Electronic","Electronic","3","units","Cupboard 1 (40)","Precision 2-Decimal","Dual range top pan digital balance."
219,"Digital Benchtop pH Meter with Glass Electrode","Equipment","Electronic","Electronic","3","units","Cupboard 1 (40)","pH/mV/Temp","Automatic temperature compensation (ATC), 3-point calibration."
220,"Portable Handheld pH Meter (Waterproof IP67)","Equipment","Electronic","Electronic","2","units","Cupboard 1 (40)","Field Portable","Battery powered with gel combination electrode."
221,"Digital Conductivity / TDS Meter","Equipment","Electronic","Electronic","2","units","Cupboard 1 (40)","Conductivity/TDS","Range: 0.01 µS/cm to 200.0 mS/cm with platinum cell."
222,"UV-Visible Spectrophotometer (Single Beam 190–1100 nm)","Equipment","Optical/Electronic","Optical/Electronic","1","unit","Cupboard 1 (40)","Spectroscopic","Digital display, 4-cell holder with 10mm quartz cuvettes."
223,"Visible Spectrophotometer / Colorimeter (340–1000 nm)","Equipment","Optical/Electronic","Optical/Electronic","2","units","Cupboard 1 (40)","Colorimetric","Microprocessor based filter colorimeter."
224,"Quartz Cuvettes 10 mm Pathlength (Matched Pair)","Equipment","Fused Quartz","Fused Quartz","4","pairs","Cupboard 1 (40)","UV-Grade Quartz","Transmission: 190–2500 nm, 3.5 mL volume."
225,"Optical Glass Cuvettes 10 mm Pathlength (Matched Pair)","Equipment","Optical Glass","Optical Glass","6","pairs","Cupboard 1 (40)","Visible Range","Transmission: 320–2500 nm."
226,"Digital Melting Point Apparatus (Up to 300°C)","Equipment","Electronic","Electronic","2","units","Cupboard 1 (40)","Capillary Method","Digital temperature sensor, illuminated viewing magnifier."
227,"Abbe Refractometer (nD 1.3000 to 1.7000 / Brix 0–95%)","Equipment","Optical","Optical","1","unit","Cupboard 1 (40)","Precision Optical","With built-in temperature jacket and calibration test piece."
228,"Polarimeter (Manual Disc / Sodium Lamp 589 nm)","Equipment","Optical","Optical","1","unit","Cupboard 1 (40)","Optical Rotation","Vernier scale 0.05°, with 100mm and 200mm observation tubes."
229,"Magnetic Stirrer with Ceramic Hot Plate (380°C / 1500 RPM)","Equipment","Electronic","Electronic","4","units","Cupboard 1 (55)","Digital Controlled","White ceramic top plate with PT1000 temperature probe."
230,"Compact Magnetic Stirrer (Non-Heating 2000 RPM)","Equipment","Electronic","Electronic","3","units","Cupboard 1 (55)","Variable Speed","Stepless speed control up to 3 Litres capacity."
231,"Vortex Mixer (Touch / Continuous Mode 3000 RPM)","Equipment","Electromechanical","Electromechanical","3","units","Cupboard 1 (55)","Heavy Duty","Rubber cup head and universal platform attachment."
232,"Ultrasonic Bath / Sonicator 3 Litres (with Heater & Timer)","Equipment","Electromechanical","Electromechanical","1","unit","Cupboard 1 (55)","40 kHz Ultrasound","Stainless steel tank, degas function and basket."
233,"Benchtop Centrifuge 8 x 15 mL (4000 RPM / 2147 x g)","Equipment","Electromechanical","Electromechanical","2","units","Cupboard 1 (55)","Fixed Angle Rotor","Digital timer, safety lid interlock, 8-tube angle rotor."
234,"Micro-Centrifuge 12 x 1.5/2.0 mL (13,500 RPM)","Equipment","Electromechanical","Electromechanical","1","unit","Cupboard 1 (55)","High Speed Micro","Pulse button for quick spin, brushless motor."
235,"Heating Mantle 250 mL (with Built-in Controller)","Equipment","Electric","Electric","3","units","Cupboard 1 (55)","Knitted Glass Fabric","Thermal insulation, up to 450°C surface temperature."
236,"Heating Mantle 500 mL (with Built-in Controller)","Equipment","Electric","Electric","3","units","Cupboard 1 (55)","Knitted Glass Fabric","Even hemispherical heating for round bottom flasks."
237,"Heating Mantle 1000 mL (with Built-in Controller)","Equipment","Electric","Electric","2","units","Cupboard 1 (55)","Knitted Glass Fabric","1L capacity mantle heater."
238,"Thermostatic Water Bath 6 Litres (Ambient to 100°C)","Equipment","Electric","Electric","2","units","Cupboard 1 (55)","Stainless Steel","Digital PID controller with concentric ring lid."
239,"Laboratory Drying Oven (Ambient +5°C to 250°C / 30L)","Equipment","Electric","Electric","1","unit","Cupboard 1 (55)","Forced Air Convection","Stainless interior with two perforated shelves."
240,"Muffle Furnace (Up to 1100°C / Ceramic Chamber)","Equipment","Electric","Electric","1","unit","Cupboard 1 (55)","High Temp Ashing","Microprocessor programmer with thermocouple sensor."
241,"Oil-Free Diaphragm Vacuum Pump (25 L/min / 100 mbar)","Equipment","Electromechanical","Electromechanical","2","units","Cupboard 1 (55)","PTFE Coated","Chemical resistant diaphragm for vacuum filtration and rotary evaporators."
242,"Water Jet Aspirator Vacuum Pump (Polypropylene)","Equipment","Polypropylene","Polypropylene","6","pcs","Cupboard 1 (55)","Corrosion Free","With non-return check valve, connects to lab faucet."
243,"UV Inspection Lamp (Dual Wavelength 254 nm / 365 nm)","Equipment","Electronic","Electronic","2","units","Cupboard 1 (55)","Short/Long UV","For TLC plate visualization and fluorescent analysis."
244,"Micropipette 0.5–10 µL Single Channel (Variable)","Equipment","Mechanical","Mechanical","2","pcs","Cupboard 1 (67)","Autoclavable","Precision micro volume pipettor with volume lock."
245,"Micropipette 2–20 µL Single Channel (Variable)","Equipment","Mechanical","Mechanical","3","pcs","Cupboard 1 (67)","Autoclavable","Universal tip fitting, ergonomic finger rest."
246,"Micropipette 20–200 µL Single Channel (Variable)","Equipment","Mechanical","Mechanical","4","pcs","Cupboard 1 (67)","Autoclavable","Standard laboratory volume pipettor."
247,"Micropipette 100–1000 µL Single Channel (Variable)","Equipment","Mechanical","Mechanical","4","pcs","Cupboard 1 (67)","Autoclavable","High precision 1mL adjustable micropipette."
248,"Micropipette 1–5 mL Macro Volume Pipettor","Equipment","Mechanical","Mechanical","2","pcs","Cupboard 1 (67)","Macro Pipette","Includes macro tip adapters."
249,"Electronic Motorized Pipette Filler (0.1–100 mL)","Equipment","Battery Powered","Battery Powered","2","units","Cupboard 1 (67)","Rechargeable Li-Ion","Speed control trigger with 0.45 µm membrane filter."
250,"Rubber 3-Way Pipette Bulb (Standard Red)","Equipment","Natural Rubber","Natural Rubber","10","pcs","Cupboard 1 (67)","Safety Suction Bulb","Three glass ball valves for aspirate, dispense, and drain."
251,"Pipette Pump / Pi-Pump 10 mL (Green)","Equipment","Plastic","Plastic","8","pcs","Cupboard 1 (67)","Thumbwheel Control","Rapid release lever with knurled thumbwheel."
252,"Pipette Pump / Pi-Pump 25 mL (Red)","Equipment","Plastic","Plastic","8","pcs","Cupboard 1 (67)","Thumbwheel Control","Thumbwheel aspirator for large volume serological pipettes."
253,"Micropipette Tips 10 µL White (Rack of 96)","Equipment","PP (Polypropylene)","PP (Polypropylene)","10","racks","Cupboard 1 (67)","DNase/RNase Free","Autoclavable micro tips in hinged rack."
254,"Micropipette Tips 200 µL Yellow (Rack of 96)","Equipment","PP (Polypropylene)","PP (Polypropylene)","15","racks","Cupboard 1 (67)","Universal Fit","Graduated yellow tips in polypropylene rack."
255,"Micropipette Tips 1000 µL Blue (Rack of 96)","Equipment","PP (Polypropylene)","PP (Polypropylene)","12","racks","Cupboard 1 (67)","Universal Fit","Graduated blue tips in polypropylene box."
256,"Microcentrifuge Tubes 1.5 mL Graduated (Box of 500)","Equipment","PP (Polypropylene)","PP (Polypropylene)","5","boxes","Cupboard 1 (67)","Boil-Proof Lock","Safe-lock snap cap with frosted writing area."
257,"Centrifuge Tubes 15 mL Conical Polypropylene (Rack of 50)","Equipment","PP (Polypropylene)","PP (Polypropylene)","6","racks","Cupboard 1 (67)","Sterile / Graduated","Screw cap, conical bottom, 12,000 x g rated."
258,"Centrifuge Tubes 50 mL Conical Polypropylene (Rack of 25)","Equipment","PP (Polypropylene)","PP (Polypropylene)","6","racks","Cupboard 1 (67)","Sterile / Graduated","High clarity tube with printed scale and writing patch."
259,"Heavy Cast Iron Retort Stand Base (200 x 125 mm) with Rod (600 mm)","Equipment","Cast Iron / Steel","Cast Iron / Steel","12","sets","Cupboard 1 (55)","Corrosion Resistant","Heavy rectangular base with chrome plated steel rod."
260,"Four-Prong Swivel Extension Clamp (Cork Lined)","Equipment","Alloy / Cork","Alloy / Cork","15","pcs","Cupboard 1 (55)","Universal Clamp","360 degree swivel head for apparatus holding."
261,"Three-Prong Dual Adjust Extension Clamp (Vinyl Lined)","Equipment","Diecast Alloy","Diecast Alloy","15","pcs","Cupboard 1 (55)","Dual Screw","Independently adjustable jaws for glassware protection."
262,"Burette Clamp Double (Plastic Coated Spring Steel)","Equipment","Steel / Polypropylene","Steel / Polypropylene","8","pcs","Cupboard 1 (55)","Double Titration","Holds two burettes simultaneously without obscuring graduations."
263,"Burette Clamp Single (Diecast Aluminum)","Equipment","Aluminum Alloy","Aluminum Alloy","10","pcs","Cupboard 1 (55)","Single Clamp","Spring loaded jaw for secure burette holding."
264,"Bosshead / Clamp Holder (Right Angle Cast Iron)","Equipment","Cast Iron / Brass","Cast Iron / Brass","25","pcs","Cupboard 1 (55)","Standard 16 mm","Offset screws for clamping rods up to 16 mm diameter."
265,"Retort Ring 75 mm Diameter with Extension Arm","Equipment","Mild Steel","Mild Steel","10","pcs","Cupboard 1 (55)","Zinc Plated","For supporting funnels, water baths, and beakers."
266,"Retort Ring 100 mm Diameter with Bosshead","Equipment","Mild Steel","Mild Steel","8","pcs","Cupboard 1 (55)","Integrated Bosshead","Direct clamp support ring."
267,"Cast Iron Tripod Stand (Height 200 mm, Ring 125 mm)","Equipment","Cast Iron","Cast Iron","12","pcs","Cupboard 1 (55)","Heavy Duty","Stable three-leg stand for Bunsen burner heating."
268,"Ceramic Centered Wire Gauze (150 x 150 mm)","Equipment","Galvanized Steel/Ceramic","Steel/Ceramic","20","pcs","Cupboard 1 (55)","Heat Diffuser","Asbestos-free ceramic core for even heat distribution."
269,"Clay Pipe Triangle 50 mm (Silica Pipe)","Equipment","Ceramic / Steel Wire","Ceramic / Steel Wire","15","pcs","Cupboard 1 (55)","High Temp Support","Pipeclay triangle for holding crucibles over flame."
270,"Bunsen Burner with Air Regulator (LP Gas)","Equipment","Brass / Diecast Base","Brass / Diecast Base","10","pcs","Cupboard 1 (55)","Flame Adjustable","Heavy cast base with brass air mixing sleeve and gas inlet."
271,"Meker-Fisher High Temperature Burner","Equipment","Nickel-Plated Brass","Nickel-Plated Brass","3","pcs","Cupboard 1 (55)","High Heat (1200°C)","Expanded grid top producing compact intense heating flame."
272,"Crucible Tongs 200 mm (Stainless Steel)","Equipment","Stainless Steel 304","Stainless Steel 304","12","pcs","Cupboard 1 (55)","Corrugate Jaw","Bowed tips for safely gripping hot crucibles and dishes."
273,"Beaker Tongs 250 mm (Rubber Sleeved Jaws)","Equipment","Stainless Steel / Rubber","Stainless Steel / Rubber","8","pcs","Cupboard 1 (55)","Non-Slip Gripping","Plastisol coated jaws for handling hot beakers up to 1000 mL."
274,"Test Tube Holder (Spring Steel with Wooden Finger Grip)","Equipment","Spring Steel / Wood","Spring Steel / Wood","20","pcs","Cupboard 1 (55)","Heat Insulated Grip","Spring-loaded self-closing clamp."
275,"Test Tube Rack 24-Hole (Polypropylene Autoclavable)","Equipment","PP (Polypropylene)","PP (Polypropylene)","10","pcs","Cupboard 1 (55)","3-Tier Submersible","Alpha-numeric grid indexing for 16–20 mm tubes."
276,"Test Tube Rack 12-Hole with 6 Drying Pins (Wooden)","Equipment","Hardwood","Hardwood","8","pcs","Cupboard 1 (55)","Traditional Wood","Varnished hardwood with vertical draining pegs."
277,"Laboratory Stainless Steel Spatula 150 mm (Spoon / Flat)","Equipment","Stainless Steel 304","Stainless Steel 304","25","pcs","Cupboard 1 (55)","Chemical Resistant","One end scoop spoon, other end flat blade."
278,"Micro Spatula 150 mm (Flat / Bent Tip)","Equipment","Stainless Steel 304","Stainless Steel 304","15","pcs","Cupboard 1 (55)","Analytical Micro","For handling minute analytical powder quantities."
279,"Stainless Steel Forceps / Tweezers 125 mm (Blunt Serrated)","Equipment","Stainless Steel","Stainless Steel","12","pcs","Cupboard 1 (55)","Precision Gripping","Serrated tips for picking balance weights and samples."
280,"PTFE Magnetic Stirring Bars (Octagonal with Pivot Ring, 25 x 8 mm)","Equipment","PTFE / Alnico V","PTFE / Alnico V","20","pcs","Cupboard 1 (55)","Chemically Inert","Octagonal stir bar with center pivot ring for turbulence."
281,"PTFE Magnetic Stirring Bars (Octagonal with Pivot Ring, 35 x 9 mm)","Equipment","PTFE / Alnico V","PTFE / Alnico V","15","pcs","Cupboard 1 (55)","Chemically Inert","Heavy duty magnetic flea for large volume mixing."
282,"Magnetic Stir Bar Retriever 300 mm (PTFE Coated Rod)","Equipment","PTFE / Permanent Magnet","PTFE / Permanent Magnet","4","pcs","Cupboard 1 (55)","Chemical Resistant","Strong permanent magnet tip for retrieving stir bars."
283,"Laboratory Thermometer -10°C to +110°C (Red Spirit Filled)","Equipment","Glass / Non-Toxic Spirit","Glass / Spirit","15","pcs","Cupboard 1 (55)","Partial Immersion","Yellow back glass with 1°C division."
284,"Laboratory Thermometer -10°C to +250°C (Mercury / Safe Spirit)","Equipment","Glass / Precision Fluid","Glass / Precision Fluid","10","pcs","Cupboard 1 (55)","High Range","Total immersion high temperature scale."
285,"Digital Probe Thermometer (-50°C to +300°C Stainless Stem)","Equipment","Electronic / SS304","Electronic / SS304","4","units","Cupboard 1 (55)","Fast Response LCD","145 mm pointed stainless steel probe with protective sleeve."
286,"Laboratory Wash Bottle 250 mL (LDPE Narrow Mouth)","Equipment","LDPE (Polyethylene)","LDPE (Polyethylene)","12","pcs","Cupboard 1 (55)","Flexible Squeeze","Integral delivery tube with fine jet nozzle for distilled water."
287,"Laboratory Wash Bottle 500 mL (LDPE Wide Mouth)","Equipment","LDPE (Polyethylene)","LDPE (Polyethylene)","15","pcs","Cupboard 1 (55)","Flexible Squeeze","Wide neck wash bottle with color-coded dispensing tube."
288,"Acetone Safety Venting Wash Bottle 500 mL (Red Labeled)","Equipment","LDPE (Vented Cap)","LDPE (Vented Cap)","6","pcs","Cupboard 1 (55)","Safety Labeled","Pre-printed GHS symbols with automatic pressure release valve."
289,"Ethanol Safety Venting Wash Bottle 500 mL (Green Labeled)","Equipment","LDPE (Vented Cap)","LDPE (Vented Cap)","6","pcs","Cupboard 1 (55)","Safety Labeled","Pre-printed chemical identification with zero-drip nozzle."
290,"Test Tube Cleaning Brush (Nylon Bristle with Fan Tip, 20 mm)","Equipment","Nylon / Galvanized Wire","Nylon / Galvanized Wire","20","pcs","Cupboard 1 (55)","Scratch-Proof Tip","Tufted radial end protects glass bottoms."
291,"Burette Cleaning Brush 600 mm (Long Handle)","Equipment","Nylon / Wire","Nylon / Wire","8","pcs","Cupboard 1 (55)","Extra Long","Flexible wire spine for scrubbing full length of 50 mL burettes."
292,"Flask Cleaning Brush (Curved Swivel Head)","Equipment","Nylon / Wooden Handle","Nylon / Wooden Handle","6","pcs","Cupboard 1 (55)","Conical Shape","Hinged bent joint expands inside flasks."
293,"Rubber Stopper Assortment (Solid, 1-Hole, 2-Hole #0 to #10)","Equipment","Natural Vulcanized Rubber","Natural Rubber","100","pcs","Cupboard 1 (55)","Elastic Non-Hardening","Assorted sizes for test tubes, flasks, and gas generators."
294,"Silicone Tubing 6 mm ID x 9 mm OD (Laboratory Grade, 10 Meters)","Equipment","Silicone Elastomer","Silicone Elastomer","3","rolls","Cupboard 1 (55)","Autoclavable (-50 to 200°C)","High flexibility, non-toxic tubing for water condensers."
295,"Thick Wall Rubber Vacuum Tubing 8 mm ID x 16 mm OD (5 Meters)","Equipment","Heavy Rubber","Heavy Rubber","2","rolls","Cupboard 1 (55)","Non-Collapsing","Reinforced wall resists vacuum collapse for aspirators."
296,"Parafilm M Laboratory Sealing Film (4 inches x 125 ft Roll)","Equipment","Polyolefin/Paraffin","Polyolefin/Paraffin","4","rolls","Cupboard 1 (55)","Moisture Barrier","Self-sealing, moldable thermoplastic film for beakers and flasks."
297,"Whatman No. 1 Qualitative Filter Paper Circles 110 mm (Box of 100)","Equipment","Cellulose 100%","Cellulose","10","boxes","Cupboard 1 (55)","Medium Retention (11 µm)","Standard qualitative clarification and separation filter."
298,"Whatman No. 42 Ashless Quantitative Filter Paper 110 mm (Box of 100)","Equipment","Pure Alpha Cotton","Cotton Cellulose","6","boxes","Cupboard 1 (55)","Slow / Fine (2.5 µm)","High retention gravimetric analytical filter paper."
299,"Universal pH Indicator Paper Strips pH 1–14 (Booklet of 80 Strips)","Equipment","Indicator Dyes","Indicator Dyes","20","booklets","Cupboard 1 (55)","Full pH Scale 1-14","Includes distinct 4-color comparison standard card."
300,"Litmus Paper Blue Strips (Vial of 100 Strips)","Equipment","Litmus Dye","Litmus Dye","10","vials","Cupboard 1 (55)","Acid Indicator","Turns red under acidic conditions."
301,"Litmus Paper Red Strips (Vial of 100 Strips)","Equipment","Litmus Dye","Litmus Dye","10","vials","Cupboard 1 (55)","Base Indicator","Turns blue under alkaline conditions."
302,"Acetic Acid","Chemical","CH₃COOH","CH3COOH","2","Cans","Acid Cabinet","Glacial","Packaging: Can. Glacial organic carboxylic acid."
303,"Acetone","Chemical","CH₃COCH₃","CH3COCH3","3","Bottles","Solvent Cabinet","Reagent Grade","Volatile organic ketone solvent for organic synthesis and cleaning."
304,"Butanol","Chemical","C₄H₉OH","C4H9OH","","","Solvent Cabinet","Reagent Grade","1-Butanol / n-Butyl alcohol organic solvent."
305,"Calcium Chloride Dihydrate","Chemical","CaCl₂·2H₂O","CaCl2.2H2O","3","Bottles","Main Storage","Powder","Form: Powder. Inorganic salt and drying agent / desiccant."
306,"Chlorobenzene","Chemical","C₆H₅Cl","C6H5Cl","1","Bottle","Solvent Cabinet","Reagent Grade","Aromatic halogenated organic solvent."
307,"Cyclohexanone","Chemical","C₆H₁₀O","C6H10O","1","Bottle","Solvent Cabinet","Reagent Grade","Cyclic ketone organic solvent."
308,"Diethyl Carbonate","Chemical","C₅H₁₀O₃","C5H10O3","2","Bottles","Solvent Cabinet","Reagent Grade","Ethyl ester of carbonic acid, electrolyte solvent."
309,"Diethyl Ether","Chemical","(C₂H₅)₂O","(C2H5)2O","1","Bottle","Solvent Cabinet","Reagent Grade","Highly volatile, flammable ether solvent."
310,"Dimethyl Carbonate","Chemical","C₃H₆O₃","C3H6O3","1","Bottle","Solvent Cabinet","Reagent Grade","Methylating agent and organic solvent."
311,"Dimethyl Sulphoxide (DMSO)","Chemical","(CH₃)₂SO","(CH3)2SO","1","Bottle","Solvent Cabinet","Reagent Grade","Polar aprotic solvent."
312,"Ethyl Acetate","Chemical","CH₃COOCH₂CH₃","CH3COOCH2CH3","1","Bottle","Solvent Cabinet","Reagent Grade","Organic ester solvent."
313,"Ethyl Alcohol","Chemical","C₂H₅OH","C2H5OH","1","Bottle","Solvent Cabinet","Reagent Grade","Absolute Ethanol alcohol solvent."
314,"Ethylene Carbonate","Chemical","C₃H₄O₃","C3H4O3","2","Bottles","Storage / Refrigerator","99%","Purity: 99%. 1 bottle in general storage, 1 bottle in Refrigerator."
315,"Formaldehyde Solution","Chemical","CH₂O","CH2O","1","Bottle","Main Storage","Solution","Aqueous formalin solution."
316,"Formic Acid","Chemical","HCOOH","HCOOH","2","Bottles","Acid Cabinet","98%","Purity: 98%. Methanoic acid, corrosive carboxylic acid."
317,"Glycerin","Chemical","C₃H₈O₃","C3H8O3","","","Main Storage","Pure","Glycerol, viscous triol compound."
318,"Heptane","Chemical","C₇H₁₆","C7H16","1","Bottle","Solvent Cabinet","Reagent Grade","Non-polar alkane hydrocarbon solvent."
319,"H₂O₂ (Hydrogen Peroxide)","Chemical","H₂O₂","H2O2","","","Oxidizer Storage","Oxidizer Grade","Hydrogen Peroxide aqueous solution, strong oxidizing agent."
320,"Lactic Acid","Chemical","C₃H₆O₃","C3H6O3","","","Main Storage","Pure","2-Hydroxypropanoic acid."
321,"m-Cresol","Chemical","C₇H₈O","C7H8O","1","Bottle","Solvent Cabinet","Pure","Organic aromatic phenol derivative (3-methylphenol)."
322,"Methanol","Chemical","CH₃OH","CH3OH","3","Bottles","Solvent Cabinet","Reagent Grade","Methyl alcohol solvent for HPLC and laboratory synthesis."
323,"Methyl Amine Solution","Chemical","CH₃NH₂","CH3NH2","1","Bottle","Main Storage","Solution","Monomethylamine aqueous solution."
324,"N,N-Dimethylformamide (DMF)","Chemical","HCON(CH₃)₂","HCON(CH3)2","1","Bottle","Solvent Cabinet","AR","Polar aprotic solvent for peptide synthesis and chemical reactions."
325,"PEG 400","Chemical","H(OCH₂CH₂)ₙOH","H(OCH2CH2)nOH","1","Bottle","Main Storage","Polymer","Polyethylene Glycol 400 average molecular weight."
326,"Phosphoric Acid","Chemical","H₃PO₄","H3PO4","1","Can","Acid Cabinet","Technical / Pure","Packaging: Can. Orthophosphoric acid."
327,"Sulphuric Acid","Chemical","H₂SO₄","H2SO4","2","Bottles","Acid Cabinet","98%","Purity: 98% concentrated sulfuric acid. Highly corrosive strong mineral acid."
328,"Titanium Tetrachloride (TiCl₄)","Chemical","TiCl₄","TiCl4","3","Bottles","Refrigerator / Cabinet","Anhydrous","Storage: 2 in refrigerator, 1 in cabinet. Moisture-sensitive fuming liquid."
329,"Titanium Tetraisopropoxide (TTIP)","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","4","Bottles","Main Storage","Pure TTIP","Titanium(IV) isopropoxide precursor for titanium dioxide nanomaterials."
330,"TMOET - Ti[OCH(CH₃)₂]₄","Chemical","Ti[OCH(CH₃)₂]₄","Ti[OCH(CH3)2]4","","","Main Storage","Titanium Alkoxide","Titanium alkoxide precursor / sol-gel reagent."
331,"Boiling Tubes (23 × 150 mm)","Glassware","Borosilicate","Borosilicate","2","pcs","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Cupboard 56 - Student sample storage rows above"
332,"Boiling Tubes (14 × 150 mm)","Glassware","Borosilicate","Borosilicate","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Cupboard 56"
333,"Bottle of Baking Powder","Chemical","NaHCO₃","NaHCO3","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","Sodium bicarbonate formulation for lab demonstrations"
334,"Bottle of Vinegar","Chemical","CH₃COOH (5%)","CH3COOH","2","bottles","Cupboard 1 (56)","AR / Laboratory Reagent","Dilute acetic acid solution"
335,"Buchner Flask (1000 mL)","Glassware","SiO₂·B₂O₃","SiO2.B2O3","1","pc","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Heavy wall vacuum filtering flask with side tubulation"
336,"Coconut Oil Bottle","Chemical","Organic Oil","Organic Oil","1","bottle","Cupboard 1 (56)","AR / Laboratory Reagent","Natural fatty acid triglyceride solvent/substrate"
337,"Domba Oil Bottle (180 mL)","Chemical","Calophyllum inophyllum seed oil","Natural Oil","1","bottle (180 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Natural seed oil extract"
338,"Empty Glass Bottles","Glassware","Glass","Glass","6","bottles","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Storage / reagent glass bottles"
339,"Formic Acid (500 mL)","Chemical","HCOOH","HCOOH","1","bottle (500 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Methanoic acid 500 mL"
340,"Glass Stopper Bottles","Glassware","Glass","Glass","2","bottles","Cupboard 1 (56)","Borosilicate 3.3 / Class A","Ground glass stopper storage bottles"
341,"Glycerin Bottle (60 mL)","Chemical","C₃H₈O₃","C3H8O3","1","bottle (60 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Glycerol 60 mL triol"
342,"Hydrogen Peroxide Bottle (200 mL)","Chemical","H₂O₂","H2O2","1","bottle (200 mL)","Cupboard 1 (56)","AR / Laboratory Reagent","Hydrogen peroxide solution 200 mL"
